SN;matrix;technique;Mitigation;Efficiency
1381;Enterprise;Exfiltration Over Asymmetric Encrypted Non-C2 Protocol;Filter Network Traffic;0.5
1382;Enterprise;Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol;Network Segmentation;0.5
1383;Enterprise;Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol;Network Intrusion Prevention;0.5
1384;Enterprise;Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol;Filter Network Traffic;0.5
1385;Enterprise;Protocol Tunneling;Network Intrusion Prevention;0.5
1386;Enterprise;Protocol Tunneling;Filter Network Traffic;0.5
1387;Enterprise;Web Protocols;Network Intrusion Prevention;0.5
1388;Enterprise;File Transfer Protocols;Network Intrusion Prevention;0.5
1389;Enterprise;Mail Protocols;Network Intrusion Prevention;0.5
1390;Enterprise;DNS;Network Intrusion Prevention;0.5
1391;Enterprise;DNS;Filter Network Traffic;0.5
1392;Enterprise;Modify Authentication Process;Privileged Process Integrity;0.5
1393;Enterprise;Modify Authentication Process;Privileged Account Management;0.5
1394;Enterprise;Modify Authentication Process;Multi-factor Authentication;0.5
1395;Enterprise;Modify Authentication Process;Operating System Configuration;0.5
1396;Enterprise;Domain Controller Authentication;Multi-factor Authentication;0.5
1397;Enterprise;Domain Controller Authentication;Privileged Account Management;0.5
1398;Enterprise;Domain Controller Authentication;Privileged Process Integrity;0.5
1399;Enterprise;Password Filter DLL;Operating System Configuration;0.5
1400;Enterprise;Dylib Hijacking;Restrict File and Directory Permissions;0.5
1401;Enterprise;Encrypted Channel;SSL/TLS Inspection;0.5
1402;Enterprise;Encrypted Channel;Network Intrusion Prevention;0.5
1403;Enterprise;Symmetric Cryptography;Network Intrusion Prevention;0.5
1404;Enterprise;Asymmetric Cryptography;SSL/TLS Inspection;0.5
1405;Enterprise;Asymmetric Cryptography;Network Intrusion Prevention;0.5
1406;Enterprise;Indicator Blocking;Software Configuration;0.5
1407;Enterprise;Indicator Blocking;User Account Management;0.5
1408;Enterprise;Indicator Blocking;Restrict File and Directory Permissions;0.5
1409;Enterprise;Plist Modification;User Training;0.5
1410;Enterprise;Confluence;User Training;0.5
1411;Enterprise;Sharepoint;Audit;0.5
1412;Enterprise;Sharepoint;User Account Management;0.5
1413;Enterprise;Sharepoint;User Training;0.5
1414;Enterprise;Web Portal Capture;Privileged Account Management;0.5
1415;Enterprise;Boot or Logon Initialization Scripts;Restrict Registry Permissions;0.5
1416;Enterprise;Logon Script (Windows);Restrict Registry Permissions;0.5
1417;Enterprise;Rc.common;Restrict File and Directory Permissions;0.5
1418;Enterprise;OS Credential Dumping;Encrypt Sensitive Information;0.5
1419;Enterprise;Unsecured Credentials;User Training;0.5
1420;Enterprise;Unsecured Credentials;Filter Network Traffic;0.5
1421;Enterprise;Unsecured Credentials;Privileged Account Management;0.5
1422;Enterprise;Unsecured Credentials;Password Policies;0.5
1423;Enterprise;Unsecured Credentials;Operating System Configuration;0.5
1424;Enterprise;Unsecured Credentials;Encrypt Sensitive Information;0.5
1425;Enterprise;Create or Modify System Process;User Account Management;0.5
1426;Enterprise;Create or Modify System Process;Audit;0.5
1427;Enterprise;Create or Modify System Process;Limit Software Installation;0.5
1428;Enterprise;Create or Modify System Process;Restrict File and Directory Permissions;0.5
1429;Enterprise;Hijack Execution Flow;Restrict Library Loading;0.5
1430;Enterprise;Hijack Execution Flow;Execution Prevention;0.5
1431;Enterprise;Hijack Execution Flow;Audit;0.5
1432;Enterprise;Hijack Execution Flow;Update Software;0.5
1433;Enterprise;Hijack Execution Flow;Restrict File and Directory Permissions;0.5
1434;Enterprise;LD_PRELOAD;Execution Prevention;0.5
1435;Enterprise;Hijack Execution Flow;User Account Control;0.5
1436;Enterprise;Hijack Execution Flow;User Account Management;0.5
1437;Enterprise;Hijack Execution Flow;Restrict Registry Permissions;0.5
1438;Enterprise;Process Injection;Privileged Account Management;0.5
1439;Enterprise;Abuse Elevation Control Mechanism;User Account Control;0.5
1440;Enterprise;Abuse Elevation Control Mechanism;Audit;0.5
1441;Enterprise;Abuse Elevation Control Mechanism;Restrict File and Directory Permissions;0.5
1442;Enterprise;Abuse Elevation Control Mechanism;Execution Prevention;0.5
1443;Enterprise;Abuse Elevation Control Mechanism;Privileged Account Management;0.5
1444;Enterprise;Abuse Elevation Control Mechanism;Operating System Configuration;0.5
1445;Enterprise;Subvert Trust Controls;Execution Prevention;0.5
1446;Enterprise;Subvert Trust Controls;Operating System Configuration;0.5
1447;Enterprise;Subvert Trust Controls;Software Configuration;0.5
1448;Enterprise;Subvert Trust Controls;Restrict Registry Permissions;0.5
1449;Enterprise;Unsecured Credentials;Update Software;0.5
1450;Enterprise;Group Policy Preferences;Update Software;0.5
1451;Enterprise;MSBuild;Disable or Remove Feature or Program;0.5
1452;Enterprise;Man-in-the-Middle;Limit Access to Resource Over Network;0.5
1453;Enterprise;Man-in-the-Middle;Network Intrusion Prevention;0.5
1454;Enterprise;Man-in-the-Middle;Network Segmentation;0.5
1455;Enterprise;LLMNR/NBT-NS Poisoning and SMB Relay;Network Intrusion Prevention;0.5
1456;Enterprise;LLMNR/NBT-NS Poisoning and SMB Relay;Network Segmentation;0.5
1457;Enterprise;Signed Binary Proxy Execution;Exploit Protection;0.5
1458;Enterprise;Signed Binary Proxy Execution;Privileged Account Management;0.5
1459;Enterprise;Signed Binary Proxy Execution;Execution Prevention;0.5
1460;Enterprise;Signed Binary Proxy Execution;Disable or Remove Feature or Program;0.5
1461;Enterprise;Brute Force;User Account Management;0.5
1462;Enterprise;Credential Stuffing;User Account Management;0.5
1463;Enterprise;Impair Defenses;Restrict Registry Permissions;0.5
1464;Enterprise;Disable or Modify Tools;Restrict Registry Permissions;0.5
1465;Enterprise;Disable Windows Event Logging;Restrict Registry Permissions;0.5
1466;Enterprise;Disable or Modify System Firewall;Restrict Registry Permissions;0.5
1467;Enterprise;Modify Cloud Compute Infrastructure;Audit;0.5
1468;Enterprise;Exfiltration Over Physical Medium;Limit Hardware Installation;0.5
1469;Enterprise;Exfiltration over USB;Limit Hardware Installation;0.5
1470;Enterprise;LSASS Driver;Privileged Process Integrity;0.5
1471;Enterprise;Network Share Discovery;Operating System Configuration;0.5
1472;Enterprise;SMB/Windows Admin Shares;Limit Access to Resource Over Network;0.5
1473;Enterprise;Cached Domain Credentials;Active Directory Configuration;0.5
1474;Enterprise;SMB/Windows Admin Shares;Filter Network Traffic;0.5
1475;Enterprise;Lateral Tool Transfer;Filter Network Traffic;0.5
1476;Enterprise;Modify Cloud Compute Infrastructure;User Account Management;0.5
1477;Enterprise;Create Snapshot;User Account Management;0.5
1478;Enterprise;Create Snapshot;Audit;0.5
1479;Enterprise;Create Cloud Instance;Audit;0.5
1480;Enterprise;Delete Cloud Instance;Audit;0.5
1481;Enterprise;Delete Cloud Instance;User Account Management;0.5
1482;Enterprise;Group Policy Preferences;Active Directory Configuration;0.5
1483;Enterprise;Visual Basic;Antivirus/Antimalware;0.5
1484;Enterprise;Command and Scripting Interpreter;Antivirus/Antimalware;0.5
1485;Enterprise;PowerShell;Antivirus/Antimalware;0.5
1486;Enterprise;Python;Antivirus/Antimalware;0.5
1487;Enterprise;JavaScript/JScript;Restrict Web-Based Content;0.5
1488;Enterprise;JavaScript/JScript;Execution Prevention;0.5
1489;Enterprise;JavaScript/JScript;Disable or Remove Feature or Program;0.5
1490;Enterprise;Visual Basic;Restrict Web-Based Content;0.5
1491;Enterprise;Command and Scripting Interpreter;Restrict Web-Based Content;0.5
1492;Enterprise;Environmental Keying;Do Not Mitigate;0.5
1493;Enterprise;SSH Authorized Keys;Restrict File and Directory Permissions;0.5
1494;Enterprise;SSH Authorized Keys;Disable or Remove Feature or Program;0.5
1495;Enterprise;Disable or Modify Cloud Firewall;User Account Management;0.5
1496;Enterprise;Disable or Modify Cloud Firewall;Audit;0.5
1497;Enterprise;COR_PROFILER;User Account Management;0.5
1498;Enterprise;COR_PROFILER;Execution Prevention;0.5
1499;Enterprise;Bypass User Account Control;Update Software;0.5
1500;Enterprise;COR_PROFILER;Restrict Registry Permissions;0.5
1501;Enterprise;Pluggable Authentication Modules;Privileged Account Management;0.5
1502;Enterprise;Pluggable Authentication Modules;Multi-factor Authentication;0.5
1503;Enterprise;Run Virtual Instance;Execution Prevention;0.5
1504;Enterprise;Run Virtual Instance;Disable or Remove Feature or Program;0.5
1505;Enterprise;Port Knocking;Filter Network Traffic;0.5
1506;Enterprise;Cloud Accounts;Multi-factor Authentication;0.5
1507;Enterprise;Verclsid;Filter Network Traffic;0.5
1508;Enterprise;Verclsid;Execution Prevention;0.5
1509;Enterprise;Verclsid;Disable or Remove Feature or Program;0.5
1510;Enterprise;Cloud Accounts;User Account Management;0.5
1511;Enterprise;Cloud Account;Audit;0.5
1512;Enterprise;Cloud Account;User Account Management;0.5
1513;Enterprise;Cloud Infrastructure Discovery;User Account Management;0.5
1514;Enterprise;AS-REP Roasting;Password Policies;0.5
1515;Enterprise;AS-REP Roasting;Audit;0.5
1516;Enterprise;AS-REP Roasting;Encrypt Sensitive Information;0.5
1517;Enterprise;VBA Stomping;Disable or Remove Feature or Program;0.5
1518;Enterprise;Print Processors;User Account Management;0.5
1519;Enterprise;Disable Cloud Logs;User Account Management;0.5
1520;Enterprise;Systemd Timers;User Account Management;0.5
1521;Enterprise;Systemd Timers;Restrict File and Directory Permissions;0.5
1522;Enterprise;Systemd Timers;Privileged Account Management;0.5
1523;Enterprise;Cloud Instance Metadata API;Disable or Remove Feature or Program;0.5
1524;Enterprise;ARP Cache Poisoning;Filter Network Traffic;0.5
1525;Enterprise;ARP Cache Poisoning;User Training;0.5
1526;Enterprise;ARP Cache Poisoning;Network Intrusion Prevention;0.5
1527;Enterprise;ARP Cache Poisoning;Encrypt Sensitive Information;0.5
1528;Enterprise;ARP Cache Poisoning;Limit Access to Resource Over Network;0.5
1529;Enterprise;ARP Cache Poisoning;Disable or Remove Feature or Program;0.5
1530;Enterprise;Impair Command History Logging;Operating System Configuration;0.5
1531;Enterprise;Impair Command History Logging;Environment Variable Permissions;0.5
1532;Enterprise;Man-in-the-Middle;Encrypt Sensitive Information;0.5
1533;Enterprise;Man-in-the-Middle;User Training;0.5
1534;Enterprise;Phishing for Information;User Training;0.5
1535;Enterprise;Spearphishing Service;User Training;0.5
1536;Enterprise;Spearphishing Attachment;User Training;0.5
1537;Enterprise;Spearphishing Link;User Training;0.5
1538;Enterprise;Traffic Duplication;Encrypt Sensitive Information;0.5
1539;Enterprise;Network Boundary Bridging;Filter Network Traffic;0.5
1540;Enterprise;Network Boundary Bridging;Multi-factor Authentication;0.5
1541;Enterprise;Network Boundary Bridging;Password Policies;0.5
1542;Enterprise;Network Boundary Bridging;Privileged Account Management;0.5
1543;Enterprise;Network Boundary Bridging;Credential Access Protection;0.5
1544;Enterprise;Network Address Translation Traversal;Filter Network Traffic;0.5
1545;Enterprise;Network Address Translation Traversal;Multi-factor Authentication;0.5
1546;Enterprise;Network Address Translation Traversal;Credential Access Protection;0.5
1547;Enterprise;Network Address Translation Traversal;Password Policies;0.5
1548;Enterprise;Network Address Translation Traversal;Privileged Account Management;0.5
1549;Enterprise;Network Device Authentication;Multi-factor Authentication;0.5
1550;Enterprise;Network Device Authentication;Privileged Account Management;0.5
1551;Enterprise;Modify System Image;Multi-factor Authentication;0.5
1552;Enterprise;Modify System Image;Credential Access Protection;0.5
1553;Enterprise;Modify System Image;Password Policies;0.5
1554;Enterprise;Modify System Image;Privileged Account Management;0.5
1555;Enterprise;Modify System Image;Boot Integrity;0.5
1556;Enterprise;Modify System Image;Code Signing;0.5
1557;Enterprise;Patch System Image;Multi-factor Authentication;0.5
1558;Enterprise;Patch System Image;Credential Access Protection;0.5
1559;Enterprise;Patch System Image;Password Policies;0.5
1560;Enterprise;Patch System Image;Privileged Account Management;0.5
1561;Enterprise;Patch System Image;Boot Integrity;0.5
1562;Enterprise;Patch System Image;Code Signing;0.5
1563;Enterprise;Downgrade System Image;Multi-factor Authentication;0.5
1564;Enterprise;Downgrade System Image;Credential Access Protection;0.5
1565;Enterprise;Downgrade System Image;Password Policies;0.5
1566;Enterprise;Downgrade System Image;Privileged Account Management;0.5
1567;Enterprise;Downgrade System Image;Boot Integrity;0.5
1568;Enterprise;Downgrade System Image;Code Signing;0.5
1569;Enterprise;Data from Configuration Repository;Network Intrusion Prevention;0.5
1570;Enterprise;Data from Configuration Repository;Encrypt Sensitive Information;0.5
1571;Enterprise;Data from Configuration Repository;Software Configuration;0.5
1572;Enterprise;Data from Configuration Repository;Update Software;0.5
1573;Enterprise;Data from Configuration Repository;Filter Network Traffic;0.5
1574;Enterprise;Data from Configuration Repository;Network Segmentation;0.5
1575;Enterprise;SNMP (MIB Dump);Network Intrusion Prevention;0.5
1576;Enterprise;SNMP (MIB Dump);Encrypt Sensitive Information;0.5
1577;Enterprise;SNMP (MIB Dump);Software Configuration;0.5
1578;Enterprise;SNMP (MIB Dump);Update Software;0.5
1579;Enterprise;SNMP (MIB Dump);Filter Network Traffic;0.5
1580;Enterprise;SNMP (MIB Dump);Network Segmentation;0.5
1581;Enterprise;Gather Victim Host Information;;0.5
1582;Enterprise;Client Configurations;;0.5
1583;Enterprise;Software;;0.5
1584;Enterprise;Credentials;;0.5
1585;Enterprise;Active Scanning;;0.5
1586;Enterprise;Scanning IP Blocks;;0.5
1587;Enterprise;Vulnerability Scanning;;0.5
1588;Enterprise;Firmware;;0.5
1589;Enterprise;Hardware;;0.5
1590;Enterprise;Gather Victim Identity Information;;0.5
1591;Enterprise;Email Addresses;;0.5
1592;Enterprise;Employee Names;;0.5
1593;Enterprise;Gather Victim Network Information;;0.5
1594;Enterprise;DNS;;0.5
1595;Enterprise;Domain Properties;;0.5
1596;Enterprise;IP Addresses;;0.5
1597;Enterprise;Network Security Appliances;;0.5
1598;Enterprise;Network Topology;;0.5
1599;Enterprise;Network Trust Dependencies;;0.5
1600;Enterprise;Gather Victim Org Information;;0.5
1601;Enterprise;Business Relationships;;0.5
1602;Enterprise;Determine Physical Locations;;0.5
1603;Enterprise;Identify Business Tempo;;0.5
1604;Enterprise;Identify Roles;;0.5
1605;Enterprise;Search Closed Sources;;0.5
1606;Enterprise;Purchase Technical Data;;0.5
1607;Enterprise;Threat Intel Vendors;;0.5
1608;Enterprise;Search Open Technical Databases;;0.5
1609;Enterprise;CDNs;;0.5
1610;Enterprise;Digital Certificates;;0.5
1611;Enterprise;DNS/Passive DNS;;0.5
1612;Enterprise;Scan Databases;;0.5
1613;Enterprise;WHOIS;;0.5
1614;Enterprise;Search Open Websites/Domains;;0.5
1615;Enterprise;Search Engines;;0.5
1616;Enterprise;Social Media;;0.5
1617;Enterprise;Search Victim-Owned Websites;;0.5
1618;Enterprise;Acquire Infrastructure;;0.5
1619;Enterprise;Botnet;;0.5
1620;Enterprise;DNS Server;;0.5
1621;Enterprise;Domains;;0.5
1622;Enterprise;Server;;0.5
1623;Enterprise;Virtual Private Server;;0.5
1624;Enterprise;Web Services;;0.5
1625;Enterprise;Establish Accounts;;0.5
1626;Enterprise;Email Accounts;;0.5
1627;Enterprise;Social Media Accounts;;0.5
1628;Enterprise;Email Accounts;;0.5
1629;Enterprise;Social Media Accounts;;0.5
1630;Enterprise;Compromise Infrastructure;;0.5
1631;Enterprise;Botnet;;0.5
1632;Enterprise;DNS Server;;0.5
1633;Enterprise;Domains;;0.5
1634;Enterprise;Server;;0.5
1635;Enterprise;Virtual Private Server;;0.5
1636;Enterprise;Web Services;;0.5
1637;Enterprise;Develop Capabilities;;0.5
1638;Enterprise;Code Signing Certificates;;0.5
1639;Enterprise;Digital Certificates;;0.5
1640;Enterprise;Exploits;;0.5
1641;Enterprise;Malware;;0.5
1642;Enterprise;Obtain Capabilities;;0.5
1643;Enterprise;Code Signing Certificates;;0.5
1644;Enterprise;Digital Certificates;;0.5
1645;Enterprise;Malware;;0.5
1646;Enterprise;Exploits;;0.5
1647;Enterprise;Tool;;0.5
1648;Enterprise;Vulnerabilities;;0.5
1649;Enterprise;Network Device Configuration Dump;Network Intrusion Prevention;0.5
1650;Enterprise;Network Device Configuration Dump;Encrypt Sensitive Information;0.5
1651;Enterprise;Network Device Configuration Dump;Update Software;0.5
1652;Enterprise;Network Device Configuration Dump;Filter Network Traffic;0.5
1653;Enterprise;Network Device Configuration Dump;Software Configuration;0.5
1654;Enterprise;Network Device Configuration Dump;Network Segmentation;0.5
1655;Enterprise;TFTP Boot;Network Intrusion Prevention;0.5
1656;Enterprise;TFTP Boot;Operating System Configuration;0.5
1657;Enterprise;TFTP Boot;Limit Access to Resource Over Network;0.5
1658;Enterprise;TFTP Boot;Audit;0.5
1659;Enterprise;TFTP Boot;Boot Integrity;0.5
1660;Enterprise;TFTP Boot;Privileged Account Management;0.5
1661;Enterprise;ROMMONkit;Boot Integrity;0.5
1662;Enterprise;ROMMONkit;Network Intrusion Prevention;0.5
1663;Enterprise;ROMMONkit;Audit;0.5
1664;Enterprise;Network Device CLI;User Account Management;0.5
1665;Enterprise;Network Device CLI;Privileged Account Management;0.5
1666;Enterprise;Network Device CLI;Execution Prevention;0.5
1667;Enterprise;Compromise Accounts;Pre-compromise;
